"レベル","単元","グループ","単語(中文)","ピンイン","訳(日本語)","例文(中文)","例文(ピンイン)","例文訳","単語音声ファイル","日本語音声ファイル","例文音声ファイル"
1,124,12,"下雨","xià yŭ","雨が降る","爸爸，下雨了，我们怎么回家？","Bà ba,xià yǔ le,wǒ men zěn me huí jiā?","お父さん、雨が降ってきたよ。私たちはどうやって家に帰しますか？",1Qtango124.MP3,1Q124imi_amegahuru.MP3,1Qreibun124.MP3
1,140,12,"医生","yī shēng","医師","医生！医生在哪儿？","Yī shēng ! Yī shēng zài nǎ r?","お医者様、お医者様はどこにいますか？",1Qtango140.MP3,1Q140imi_isi.MP3,1Qreibun140.MP3
1,155,12,"字","zì","字","这些字是你写的?很漂亮！","Zhè xiē zì shì nǐ xiě de?Hěn piào liang!","これらの文字はあなたが書いたのですか？とてもきれいですね！",1Qtango155.MP3,1Q155imi_ji.MP3,1Qreibun155.MP3
1,13,13,"出租车","chū zū chē","タクシー","我在出租车上。","Wǒ zài chū zū chē shang.","私はタクシーに乗っています。",1Qtango013.MP3,1Q13imi_takusi-.MP3,1Qreibun013.MP3
1,29,13,"二","èr",2,"我的电话是二七九零。","Wǒ de diàn huà shì èr qī jiǔ líng.","私の電話（番号）は2790です。",1Qtango029.MP3,1Q29imi_ni.MP3,1Qreibun029.MP3
1,45,13,"后面","hòu miàn","うしろ","在飞机上，爸爸听见后面有人叫他。","Zài fēi jī shang,bà ba tīng jiàn hòu miàn yǒu rén jiào tā.","飛行機で、父には後ろで誰かが彼を呼んでいるのが聞こえました。",1Qtango045.MP3,1Q45imi_usiro.MP3,1Qreibun045.MP3
1,61,13,"冷","lĕng","寒い","下雨了，天气很冷。","Xià yǔ le,tiān qì hěn lěng.","雨が降ってきて、とても寒いです。",1Qtango061.MP3,1Q61imi_samui.MP3,1Qreibun061.MP3
1,77,13,"能","néng","〜できる（能力があって）","中午我能请你吃饭吗？","Zhōng wǔ wǒ néng qǐng nǐ chī fàn ma?","昼に私はあなたを食事に誘っていいですか？",1Qtango077.MP3,1Q77imi_dekiru.MP3,1Qreibun077.MP3
1,93,13,"三","sān",3,"来，看我这儿，一，二，三，好。","Lái,kàn wǒ zhè r,yī,èr,sān,hǎo.","来て（さあ）、私の方を見て下さい、1、2、3、はい。",1Qtango093.MP3,1Q93imi_san.MP3,1Qreibun093.MP3
1,109,13,"四","sì",4,"我在中国住了4年了.","Wǒ zài zhōng guó zhù le sì nián le.","私は中国に住んで4年になりました。",1Qtango109.MP3,1Q109imi_yon.MP3,1Qreibun109.MP3
1,125,13,"先生","xiān sheng","～さん","喂？是王先生吗？","Wèi？ Shì Wáng xiān sheng ma?","もしもし、王さんですか？",1Qtango125.MP3,1Q125imi_san.MP3,1Qreibun125.MP3
1,141,13,"医院","yī yuàn","病院","他是我儿子的同学，听儿子说，他在医院工作。","Tā shì wǒ ér zi de tóng xué,tīng ér zi shuō,tā zài yī yuàn gōng zuò.","彼は私の息子の同級生で、息子から聞いた話では、彼は病院で働いています。",1Qtango141.MP3,1Q141imi_byouin.MP3,1Qreibun141.MP3
1,156,13,"昨天","zuó tiān","きのう","昨天的电影怎么样？","Zuó tiān de diàn yǐng zěn me yàng？","昨日の映画はどうでしたか？",1Qtango156.MP3,1Q156imi_kinou.MP3,1Qreibun156.MP3
1,14,14,"打电话","dă diàn huà","電話をする","李老师在打电话呢。","Lǐ lǎo shī zài dǎ diàn huà ne.","李先生は電話をしています。",1Qtango014.MP3,1Q14imi_dennwawosuru.MP3,1Qreibun014.MP3
1,30,14,"饭馆","fàn guăn","レストラン","我去饭馆儿吃饭。","Wǒ qù fàn guǎn r chī fàn.","私はレストランへ行ってご飯を食べます。",1Qtango030.MP3,1Q30imi_resutoran.MP3,1Qreibun030.MP3
1,46,14,"回","huí","～に戻る・帰る","他们什么时候回来？","Tā men shén me shí hou huí lai?","彼らはいつ頃戻ってきますか？",1Qtango046.MP3,1Q46imi_nimodoru.MP3,1Qreibun046.MP3
1,62,14,"里","lĭ","～の中","狗狗，你看电脑里是什么？","Gǒu gou,nǐ kàn diàn nǎo lǐ shì shén me?","ワンちゃん、見てごらん、コンピューターの中にあるのは何かな？",1Qtango062.MP3,1Q62imi_nonaka.MP3,1Qreibun062.MP3
1,78,14,"你","nĭ","あなた","你在哪儿?我没看见你。","Nǐ zài  nǎ r? Wǒ méi kàn jiàn nǐ.","あなたはどこにいるのですか？私はあなたが見えません。",1Qtango078.MP3,1Q78imi_anata.MP3,1Qreibun078.MP3
1,94,14,"商店","shāng diàn","店","我朋友在前面那个商店工作。","Wǒ péng you zài qián miàn nà ge shāng diàn gōng zuò.","私の友達は前にあるあの店で仕事をしています。",1Qtango094.MP3,1Q94imi_mise.MP3,1Qreibun094.MP3
1,110,14,"岁","suì","～歳","我今年12岁了.","Wǒ jīn nián shíʼ èr suì le.","私は今年12歳になりました。",1Qtango110.MP3,1Q110imi_sai.MP3,1Qreibun110.MP3
1,126,14,"现在","xiànzài","今","你现在住在哪儿？","Nǐ xiàn zài zhù zài nǎ r?","あなたは今どこに住んでいますか？",1Qtango126.MP3,1Q126imi_ima.MP3,1Qreibun126.MP3
1,142,14,"椅子","yǐ zi","椅子","你想坐哪个椅子？","Nǐ xiǎng zuò nǎ ge yǐ zi?","あなたはどの椅子に座りたいですか？",1Qtango142.MP3,1Q142imi_isu.MP3,1Qreibun142.MP3
1,157,14,"坐","zuò","（自動車・飛行機・電車などに）乗る・座る","他不想坐火车，我们坐飞机去。","Tā bù xiǎng zuò huǒ chē,wǒ men zuò fēi jī qù.","彼が列車に乗りたくないので、私たちは飛行機に乗って行きます。",1Qtango157.MP3,1Q157imi_noru.MP3,1Qreibun157.MP3
1,15,15,"大","dà","大きい","你的大狗叫什么名字？","Nǐ de dà gǒu jiào shén me míng zi?","あなたの大きな犬は何という名前ですか。",1Qtango015.MP3,1Q15imi_ookii.MP3,1Qreibun015.MP3
1,31,15,"饭店","fàn diàn","ホテル","我在饭店里，我看见你了。","Wǒ zài fàn diàn li, wǒ kàn jiàn nǐ le.","私はホテルの中にいます。私はあなたが見えましたよ。",1Qtango031.MP3,1Q31imi_hoteru.MP3,1Qreibun031.MP3
1,47,15,"会","huì","〜できる（習得して）","我会做饭。","Wǒ huì zuò fàn.","私はご飯を作れます。",1Qtango047.MP3,1Q47imi_dekirusyuutokusite.MP3,1Qreibun047.MP3
1,63,15,"零","líng",0,"他少写了一个零。","Tā shǎo xiě le yí ge líng.","彼は0を1つ少なく書きました。",1Qtango063.MP3,1Q63imi_zero.MP3,1Qreibun063.MP3
1,79,15,"年","nián","年","王老师今年六十岁了。","Wáng  lǎo shī jīn nián liù shí suì le.","王先生は今年60歳になりました。",1Qtango079.MP3,1Q79imi_tosinen.MP3,1Qreibun079.MP3
1,95,15,"上","shàng","うえ","我的电脑在他的桌子上。","Wǒ de diàn nǎo zài tā de zhuō zi shang.","私のパソコンは彼の机の上にあります。",1Qtango095.MP3,1Q95imi_ue.MP3,1Qreibun095.MP3
1,111,15,"他","tā","彼","他下个月去中国。","Tā xià ge yuè qù Zhōng guó.","彼は来月中国に行きます。",1Qtango111.MP3,1Q111imi_kare.MP3,1Qreibun111.MP3
1,127,15,"想","xiǎng","～したい","我想喝水。","Wǒ xiǎng hē shuǐ.","私は水が飲みたいです。",1Qtango127.MP3,1Q127imi_sitai.MP3,1Qreibun127.MP3
1,143,15,"有","yŏu","（モノ・コトが）ある","她后面有几个人。","Tā hòu miàn yǒu jǐ ge rén.","彼女の後ろには何人かの人がいます。",1Qtango143.MP3,1Q143imi_monotokogaaru.MP3,1Qreibun143.MP3
1,158,15,"做","zuò","～をする・（料理やものを）作る","我不会做饭。","Wǒ bú huì zuò fàn.","私は料理を作ることができません。",1Qtango158.MP3,1Q158wosururyouriyamonowotukuru.MP3,1Qreibun158.MP3
1,16,16,"的",de,"～の","他的汉语很好。","Tā de hàn yǔ hěn hǎo.","彼の中国語はとても上手です。",1Qtango016.MP3,1Q16imi_no.MP3,1Qreibun016.MP3
1,32,16,"飞机","fēi jī","飛行機","我们坐飞机去。","Wǒ men zuò fēi jī qù.","私たちは飛行機に乗っていきます。",1Qtango032.MP3,1Q32imi_hikouki.MP3,1Qreibun032.MP3
1,48,16,"火车站","huǒ chē zhàn","駅","那个饭馆儿在火车站前面。","Nà ge fàn guǎn r zài huǒ chē zhà qián miàn.","そのレストランは駅の前にあります。",1Qtango048.MP3,1Q48imi_eki.MP3,1Qreibun048.MP3
1,64,16,"六","liù",6,"现在几点了？—现在六点三十五。","Xiàn zài jǐ diǎn le? — Xiàn zài liù diǎn sān shí wǔ.","今何時になりましたか？-今6時35分です。",1Qtango064.MP3,1Q64imi_roiu.MP3,1Qreibun064.MP3
1,80,16,"女儿","nǚ' ér","娘","李老师的女儿今年二十岁了？","Lǐ lǎo shī de nǚʼ ér jīn nián èr shí suì le?","李先生の娘さんは今年で20歳になりましたか？",1Qtango080.MP3,1Q80imi_musume.MP3,1Qreibun080.MP3
1,96,16,"上午","shàng wŭ","午前","昨天上午天气怎么样？","Zuó tiān shàng wǔ tiān qì zěn me yàng?","昨日の午前中の天気はどうでしたか？",1Qtango096.MP3,1Q96imi_gozen.MP3,1Qreibun096.MP3
1,112,16,"她","tā","彼女","她们在买衣服呢。","Tā men zài mǎi yī fu ne.","彼女たちは服を買っているところです。",1Qtango112.MP3,1Q112imi_kanojyo.MP3,1Qreibun112.MP3
1,128,16,"小","xiăo","小さい","这个衣服太小了。","Zhè ge yī fu tài xiǎo le.","この服はあまりにも小さすぎます。",1Qtango128.MP3,1Q128imi_tiisai.MP3,1Qreibun128.MP3
2,1,1,"吧",ba,"～でしょう・～しましょう","今天真冷，有零下十度吧？","Jīn tiān zhēn lěng, yǒu líng xià shí dù ba?","今日は本当に寒いです。マイナス10℃はあるでしょう？",LS_71106.MP3,"LS_73287 -desyou simasyou.MP3",LS_71371.MP3
2,22,1,"大人","dà rén","大人","医生说大人一天可以吃四次。","Yī shēng shuō dà rén yì tiān kě yǐ chī sì cì.","医者によると、大人は1日に4回服用できるそうです。",LS_71128.MP3,LS_73308.MP3,LS_71396.MP3
2,43,1,"公斤","gōng jīn","キログラム","爸，我现在七十公斤了。","Bà, wǒ xiàn zài qī shí gōng jīn le.","パパ、私は今70キロになったの。",LS_71151.MP3,LS_73330.MP3,LS_71432.MP3
2,64,1,"叫","jiào","（名前を）～という","我们这儿没有叫张欢的。","Wǒ men zhè r méi  yǒu jiào zhāng huān de.","私どものところに張歓という者はおりません。",LS_71180.MP3,LS_73352.MP3,LS_71461.MP3
2,85,1,"快","kuài","早い","时间过得真快，我来北京十年了。","Shí jiān guò de zhēn kuài，wǒ lái běi jīng shí nián le.","時の経つのは本当にはやいもので、私が北京に来てから10年になりました。",LS_71204.MP3,LS_73373.MP3,LS_71491.MP3
2,106,1,"女","nǚ","女","小王旁边那个女孩儿是谁？","Xiǎo wáng páng biān nà ge nǚ hái r shì shéi?","王さんの横にいるあの女の子は誰ですか？",LS_71228.MP3,LS_73394.MP3,LS_71514.MP3
2,127,1,"手表","shŏu biăo","腕時計","生日快乐，这是送给你的。-手表？太好了。","Shēng rì kuài lè，zhè shì sòng gěi nǐ de. - Shǒu biǎo? Tài hǎo le.","誕生日おめでとう！これはプレゼントよ。-腕時計？すごい。",LS_71255.MP3,LS_73415.MP3,LS_71541.MP3
2,148,1,"问","wèn","聞く","等一下，我打电话问一下。","Děng yí xià，wǒ dǎ diàn huà wèn yí xià.","少々お待ちください。私が電話してちょっと聞いてみます。",LS_71278.MP3,LS_73438.MP3,LS_71575.MP3
2,168,1,"要","yào","日常的な習慣を表す","每天早上她都要慢跑一小时。","Měi tiān  zǎo shang tā dōu yào màn pǎo yì xiǎo shí.","毎朝彼女はきまって1 時間ジョギングをします。",LS_71302.MP3,LS_73458.MP3,LS_71604.MP3
2,188,1,"早","zăo","早く～・早い","明天要早起。","Míng tiān yào zǎo qǐ.","明日早起きしなきゃいけません。",LS_71337.MP3,LS_73479.MP3,LS_71633.MP3
2,2,2,"白","bái","白い","你的自行车是白色的？","Nǐ de zì xíng chē shì bái sè de?","あなたの自転車は白色のですか？",LS_71107.MP3,LS_73288.MP3,LS_71372.MP3
2,23,2,"但是","dàn shì","～であるが、しかし…","晴天，但是很冷，你出门多穿点儿。","Qíng tiān， dàn shì hěn lěng，nǐ chū mén duō chuān diǎn r.","晴れですがとても寒いから、外出するときは多めに（服を）着て下さい。",LS_71129.MP3,LS_73309.MP3,LS_71397.MP3
2,44,2,"公司","gōng sī","会社","你们公司早上几点上班？","Nǐ men gōng sī zǎo shang jǐ diǎn shàng bān.","あなたたち（こちら）の会社は朝何時に出勤ですか？",LS_71154.MP3,LS_73331.MP3,LS_71433.MP3
2,65,2,"叫","jiào","人に～させる","小刘叫我一起去跑步。","Xiǎo liú jiào wǒ yì qǐ qù pǎo bù.","劉さんが、私を一緒にジョギングに行かせます（私に一緒にジョギングに行こうと言いました）。",LS_71181.MP3,LS_73353.MP3,LS_71462.MP3
2,86,2,"快","kuài","まもなく～する","我很快就回来。","Wǒ hěn kuài jiù huí lái.","私はすぐに戻ってきます。",LS_71205.MP3,LS_73374.MP3,LS_71493.MP3
2,107,2,"旁边","páng biān","隣・横","小王旁边那个女孩儿是谁？","Xiǎo wáng páng biān nà ge nǚ hái r shì shéi?","王さんの横にいるあの女の子は誰ですか？",LS_71229.MP3,LS_73395.MP3,LS_71515.MP3
2,128,2,"手机","shŏu jī","携帯電話","他给女朋友送了一个新手机。","Tā gěi nǚ péng yǒu sòng le yí ge xīn shǒu jī.","彼はガールフレンドに新しい携帯電話を買ってあげました。",LS_71256.MP3,LS_73416.MP3,LS_71542.MP3
2,149,2,"问题","wèn tí","問題","谁来回答这个问题？","Shéi lái huí dá zhè ge wèn tí?","誰がこの問題に答えますか？",LS_71279.MP3,LS_73439.MP3,LS_71576.MP3
2,169,2,"药","yào","薬","这个药一天吃几次呢？","Zhè ge yào yī tiān chī jǐ cì ne?","この薬は1日何回飲めばいいのですか？",LS_71304.MP3,LS_73459.MP3,LS_71610.MP3
2,189,2,"早上","zăo shang","朝","是今天早上的报纸吗？","Shì jīn tiān zǎo shang de bào zhǐ ma?"," （これは）今朝の新聞ですか？",LS_71339.MP3,LS_73480.MP3,LS_71634.MP3
2,3,3,"百","băi",100,"我们有两百多个老师。","Wǒ men yǒu liǎng bǎi duō ge lǎo shī.","私たちには200人あまりの先生がいます。",LS_71108.MP3,LS_73289.MP3,LS_71373.MP3
2,24,3,"到","dào","着く・到着する","对不起，很快，十分钟就到。","Duì bu qǐ，hěn kuài，shí fēn zhōng jiù dào.","すみません。もうすぐです。10分で着きます。",LS_71130.MP3,LS_73310.MP3,LS_71399.MP3
2,45,3,"贵","guì","（値段が）高い","这儿的羊肉很好吃，但是也很贵。","Zhè r de yáng ròu hěn hǎo chī, dàn shì yě hěn guì.","ここのヒツジ肉料理は美味です。でも値段が高くもあります。",LS_71156.MP3,LS_73332.MP3,LS_71434.MP3
2,66,3,"叫","jiào","呼ぶ","他在房间里看书，我去叫他。","Tā zài fáng jiān li kàn shū, wǒ qù jiào tā.","彼は部屋で本を読んでいます。私が呼んできますね。",LS_71182.MP3,LS_73354.MP3,LS_71463.MP3
2,87,3,"快乐","kuài lè","（お祝いのあいさつで）おめでとう（楽しい）","爸爸，生日快乐。","Bà ba，shēng rì kuài lè.","お父さん、誕生日おめでとう！",LS_71207.MP3,LS_73375.MP3,LS_71495.MP3
2,108,3,"跑步","păo bù","ジョギングする","我们跑步去学校吧。","Wǒ men pǎo bù qù xué xiào ba.","私たちジョギングして学校に行きましょう。",LS_71231.MP3,LS_73396.MP3,LS_71517.MP3
2,129,3,"送","sòng","見送る","今天太晚了，我送你回家吧。","Jīn tiān tài wǎn le，wǒ sòng nǐ huí jiā ba.","今日は遅いので、家まで送っていきますよ。",LS_71257.MP3,LS_73417.MP3,LS_71544.MP3
2,150,3,"洗","xĭ","洗う","她在洗孩子的衣服。","Tā  zài xǐ hái zi de yī fu.","彼女は子供の服を洗っているところです。",LS_71280.MP3,LS_73440.MP3,LS_71577.MP3
2,170,3,"也","yĕ","～も","北京9月不冷也不热。","Běi jīng  jiǔ yuè bù lěng yě bú rè.","北京は9月が寒くもなく暑くもないのです。",LS_71307.MP3,LS_73460.MP3,LS_71611.MP3
2,190,3,"张","zhāng","～枚：人の姓","中午朋友送了我两张电影票。","Zhōng wǔ péng you sòng le wǒ liǎng zhāng diàn yǐng piào.","お昼に友達が私に2枚の映画のチケットをくれました。",LS_71340.MP3,LS_73481.MP3,LS_71635.MP3
2,4,4,"帮","bāng","～を手伝ってやる・してあげる","这是李小姐的电影票，你能帮我给她吗？","Zhè shì Lǐ xiǎo jiě de diàn yǐng piào, nǐ néng bāng wǒ gěi tā ma?","これは李さんの映画のチケットです。彼女に渡してもらってもいいですか？",LS_71109.MP3,LS_73290.MP3,LS_71374.MP3
2,25,4,"到","dào","～まで","从学校到机场，坐出租车要一小时。","Cóng xué xiào dào jī chǎng, zuò chū zū chē yào yì xiǎo shí.","学校から空港まで、タクシーに乗って1時間かかります。",LS_71131.MP3,"LS_73311 -made.MP3",LS_71401.MP3
2,46,4,"过","guò","～したことがある","你在这个商店买过东西吗？","Nǐ zài zhè ge shāng diàn mǎi guo dōng xi ma?","あなたはこの店で買い物をしたことがありますか？",LS_71157.MP3,LS_73333.MP3,LS_71435.MP3
2,67,4,"教室","jiào shì","教室","李老师，这个教室能坐多少人？","Lǐ lǎo shī，zhè ge jiào shì néng zuò duō shao rén?","李先生、この教室には何人が座れますか？",LS_71183.MP3,LS_73355.MP3,LS_71464.MP3
2,88,4,"快要","kuài yào","まもなく～する","她快要成妈妈了。","Tā kuài yào chéng mā ma le.","彼女はもうすぐ母親になります。",LS_71208.MP3,LS_73376.MP3,LS_71496.MP3
2,109,4,"便宜","pián yi","安い","从我家到北京，坐火车就5个小时，比坐飞机便宜很多。","Cóng wǒ jiā dào běi jīng， zuò  huǒ chē jiù wǔ ge xiǎo shí，bǐ zuò fēi jī pián yi hěn duō.","私の家から北京まで汽車に乗って5 時間で、飛行機で行くのと比べるとかなり安いです。",LS_71232.MP3,LS_73397.MP3,LS_71519.MP3
